"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Court","Civil/Criminal","Prosecution Agreement","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Major Industry of Parent","Specific Industry of Parent","Info Source","Info Source Archive URL","PACER Link","Captured Document","EPA/OSHA More Info Link","Notes"
"UPMC","UPMC","$5,400,000","$0","$5,400,000","2015","20151030","False Claims Act","","The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Pennsylvania","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations","screenshot_193631.png","","","",""
"UPMC Health System","UPMC","$1,500,000","$0","$1,500,000","2002","20020604","False Claims Act","","Seven hospitals agreed to pay the United States more than $6.3 million to settle allegations that the facilities unlawfully charged federal health care programs for surgical procedures using experimental cardiac devices.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Pennsylvania","non-profit","healthcare services","hospitals","https://www.justice.gov/archive/opa/pr/2002/June/02_civ_330.htm","","","","",""
"UPMC McKeesport, A Hospital of UPMC Health System","UPMC","$6,408","$0","$6,408","2001","20011023","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","","civil","","06-CA-31614-001","","","Pennsylvania","McKeesport","","15132","622110","622110: General Medical and Surgical Hospitals","USA","Pennsylvania","non-profit","healthcare services","hospitals","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","","","","",""
"MEDSTAR HEALTH WASHINGTON HOSPITAL CENTER","MedStar Health","$12,675","$0","$12,675","2016","20160525","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341503159","","","District of Columbia","WASHINGTON","110 IRVING STREET, NW","20010","622110","622110: General Medical and Surgical Hospitals","USA","Maryland","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1150315.015",""
"KAISER PERMANENTE CAPITAL PROJECTS","Kaiser Permanente","$5,625","$0","$5,625","2008","20080910","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","126191238","","","California","LOS ANGELES","4580 ELECTRONICS PL.","90039","238130","238130: Framing Contractors","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=126191238",""
"U.S. Renal Care","U.S. Renal Care","$7,300,000","$0","$7,300,000","2013","20130521","False Claims Act","","U.S. Renal Care agreed to pay $7.3 million to resolve allegations that Dialysis Corporation of America, which it acquired in 2010, violated the False Claims Act by submitting false claims to the Medicare program for more Epogen than was actually administered to dialysis patients at DCA facilities.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Texas","privately held","healthcare services","dialysis services","https://www.justice.gov/opa/pr/us-renal-care-pay-73-million-resolve-false-claims-act-allegations","screenshot_193860.png","","","",""
"FRESENIUS MEDICAL CARE","Fresenius","$12,680","$0","$12,680","2003","20030708","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","126156199","","","California","CULVER CITY","9808 VENICE BLVD","90232","621492","621492: Kidney Dialysis Centers","Germany","","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=126156199",""
"UHS OF DOYLESTOWN, L.L.C.","Universal Health Services Inc.","$36,701","$0","$36,701","2016","20160513","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341478915","","","Pennsylvania","DOYLESTOWN","833 EAST BUTLER AVE","18901","622210","622210: Psychiatric and Substance Abuse Hospitals","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1147891.015",""
"KAISER PERMANENTE","Kaiser Permanente","$15,750","$0","$15,750","2000","20001121","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","126103365","","","California","LOS ANGELES","4747 SUNSET BLVD","90027","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=126103365",""
"Valor Healthcare, Inc.","Select Medical Holdings","$53,633","$0","$53,633","2015","20150813","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1766132","","","Texas","Addison","","75001","621111","621111: Offices of Physicians (except Mental Health Specialists)","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Valor Healthcare, Inc.","Select Medical Holdings","$46,738","$0","$46,738","2008","20080821","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1517360","","","Texas","Galveston","","77551","621112","621112: Offices of Physicians, Mental Health Specialists","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Valor Healthcare, Inc.","Select Medical Holdings","$20,135","$0","$20,135","2011","20110610","wage and hour violation","Service Contract Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1616811","","","Pennsylvania","Monaca","","15061","62111","62111: Offices of Physicians","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Vencor Inc. and Ventas Inc.","Kindred Healthcare","$104,500,000","$0","$104,500,000","2001","20010319","False Claims Act","","Nursing home chain Vencor Inc. and Ventas Inc., a related real estate investment trust, agreed to pay the United States $104.5 million to resolve civil claims that Vencor knowingly submitted false claims to Medicare, Medicaid, and TRICARE, the military's health care program. Among the allegations were inadequate staffing, improper care of decubitus ulcers, and failure to meet resident's dietary needs.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Kentucky","publicly traded","healthcare services","skilled nursing facilities","https://www.justice.gov/archive/opa/pr/2001/March/115civ.htm","","","","",""
"VHS Acquisition Subsidiary Number 8, Inc.","Tenet Healthcare","$7,817","$0","$7,817","2014","20140101","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1717232","","","Arizona","Phoenix","","85021","622110","622110: General Medical and Surgical Hospitals","USA","Texas","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"VHS Aquisition Subsidiary Number 9, Inc.","Tenet Healthcare","$6,858","$0","$6,858","2013","20130920","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1699372","","","Massachusetts","Framingham","","01702","622110","622110: General Medical and Surgical Hospitals","USA","Texas","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"VHS Harlingen Hospital Co. LLC","Tenet Healthcare","$13,273","$0","$13,273","2014","20140702","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1724196","","","Texas","Harlingen","","78550","622110","622110: General Medical and Surgical Hospitals","USA","Texas","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"VHS San Antonio Partners, L.P.","Tenet Healthcare","$14,682","$0","$14,682","2006","20060318","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1435844","","","Texas","San Antonio","","78229","622110","622110: General Medical and Surgical Hospitals","USA","Texas","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"ST. RITA'S HEALTH PARTNERS","Mercy Health","$7,500","$0","$7,500","2016","20160412","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341392991","","","Ohio","LIMA","730 W. MARKET ST.","45801","622110","622110: General Medical and Surgical Hospitals","USA","Ohio","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1139299.015",""
"Victoria Ventura Healthcare LLC","Ensign Group","$34,909","$0","$34,909","2005","20050326","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1390783","","","California","Ventura","","93003","9670","","USA","California","publicly traded","healthcare services","skilled nursing facilities","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"ST. FRANCIS MEDICAL CENTER","Verity Health","$36,000","$0","$36,000","2016","20160401","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341370872","","","California","LYNWOOD","3630 E IMPERIAL HWY","90262","622110","622110: General Medical and Surgical Hospitals","USA","California","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1137087.015",""
"VISTA STAFFING SOLUTIONS","Envision Healthcare Holdings","$10,001","$0","$10,001","2013","20131223","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","","civil","","","","","Utah","","","","","","USA","Colorado","publicly traded","healthcare services","healthcare services","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","","","","Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. "
"Vitas Health Care Corporation","Chemed","$65,000","$0","$65,000","2012","20120606","employment discrimination","Americans with Disabilities Act","disability","federal","agency action","Equal Employment Opportunity Commission","","civil","","","","","Florida","","","","","","USA","Ohio","publicly traded","healthcare services","hospice care; drain cleaning services","https://www.eeoc.gov/eeoc/newsroom/release/6-6-12c.cfm","screenshot_211700.png","","","","Description field shows type of discrimination that EEOC had alleged."
"VITAS HEALTHCARE CORPORATION","Chemed","$10,001","$0","$10,001","2009","20091214","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","","civil","","","","","Florida","","","","","","USA","Ohio","publicly traded","healthcare services","hospice care; drain cleaning services","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","","","","Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. "
"VITAS HEALTHCARE CORPORATION","Chemed","$10,001","$0","$10,001","2007","20070904","benefit plan administrator violation","","Deficient Filer","federal","agency action","Employee Benefits Security Administration","","civil","","","","","Florida","","","","","","USA","Ohio","publicly traded","healthcare services","hospice care; drain cleaning services","Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php","","","","","Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. "
"Vitas Innovative Hospice Care","Chemed","$16,757","$0","$16,757","2004","20041211","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1387659","","","Texas","Houston","","77068","621610","621610: Home Health Care Services","USA","Ohio","publicly traded","healthcare services","hospice care; drain cleaning services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"QUIDEL CORP","Quidel Corp.","$21,750","$0","$21,750","2004","20040603","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125876029","","","California","SAN DIEGO","10165 MC KELLAR CT","92121","339113","339113: Surgical Appliance and Supplies Manufacturing","USA","California","publicly traded","healthcare services","diagnostic testing","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125876029",""
"KAISER PERMANENTE","Kaiser Permanente","$6,540","$0","$6,540","2000","20000125","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125859587","","","California","ROSEVILLE","1001 RIVERSIDE AVE","95678","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125859587",""
"UPMC CANCER CENTER AT HORIZON","UPMC","$6,376","$0","$6,376","2012","20120404","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","333319648","","","Pennsylvania","NEW CASTLE","2602 WILMINGTON AVENUE","16105","622310","622310: Specialty (except Psychiatric and Substance Abuse) Hospitals","USA","Pennsylvania","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=331964.015",""
"WakeMed d/b/a WakeMed Raleigh Campus","WakeMed Health & Hospitals","$6,200,000","$0","$6,200,000","2015","20151030","False Claims Act","","The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.","federal","agency action","Justice Department Civil Division","","civil","","","","","North Carolina","Raleigh","","","","","USA","North Carolina","non-profit","healthcare services","hospitals","https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations","screenshot_193631.png","","","",""
"WakeMed Raleigh Campus","WakeMed Health & Hospitals","$364,062","$0","$364,062","2014","20141218","HHS civil monetary penalties","kickbacks and bribery","After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, WakeMed Raleigh Campus agreed to pay $364,062.51 for allegedly violating the Civil Monetary Penalties Law provisions applicable to physician self-referrals and kickbacks.","federal","agency action","Health & Human Services Department Office of Inspector General","","civil","","","","","North Carolina","Raleigh","","","","","USA","North Carolina","non-profit","healthcare services","hospitals","https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp","screenshot_194234.png","","","",""
"ROTO ROOTER","Chemed","$19,135","$0","$19,135","2002","20020423","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125814459","","","California","PACHECO","5830 PACHECO BLVD.","94588","000000","","USA","Ohio","publicly traded","healthcare services","hospice care; drain cleaning services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125814459",""
"AMERIPATH NEW YORK, LLC","Quest Diagnostics","$87,300","$0","$87,300","2016","20160302","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341300192","","","Connecticut","SHELTON","1 GREENWICH PLACE","06484","621511","621511: Medical Laboratories","USA","New Jersey","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1130019.015",""
"KAISER PERMANENTE","Kaiser Permanente","$10,800","$0","$10,800","2001","20010110","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125635821","","","California","PLEASANTON","7601 STONERIDGE DR.","94588","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125635821",""
"KAISER PERMANENTE OAKLAND MEDICAL CENTER","Kaiser Permanente","$22,500","$0","$22,500","2002","20020502","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125631341","","","California","OAKLAND","280 WEST MACARTHUR BLVD.","94611","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125631341",""
"KAISER PERMANENTE","Kaiser Permanente","$18,300","$0","$18,300","2002","20020807","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125630954","","","California","LIVERMORE","300 PULLMAN STREET","94550","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125630954",""
"KAISER PERMANENTE","Kaiser Permanente","$8,500","$0","$8,500","2001","20010416","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125524553","","","California","REDWOOD CITY","1150 VETERANS BLVD.","94061","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125524553",""
"KAISER PERMANENTE","Kaiser Permanente","$5,310","$0","$5,310","2001","20010531","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125524595","","","California","REDWOOD CITY","1150 VETERANS BLVD.","94061","000000","","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125524595",""
"Waycross Dialysis Facility, Inc.","DaVita HealthCare Partners","$13,018","$0","$13,018","2004","20041117","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1369514","","","Georgia","Waycross","","31501","621111","621111: Offices of Physicians (except Mental Health Specialists)","USA","Colorado","publicly traded","healthcare services","healthcare services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"DIGNITY HEALTH DBA ST. FRANCIS MEMORIAL HOSPITAL","Dignity Health","$9,225","$0","$9,225","2000","20000726","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125493486","","","California","SAN FRANCISCO","900 HYDE STREET","94109","000000","","USA","California","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125493486",""
"QUEEN OF THE VALLEY MEDICAL CENTER","Saint Joseph Health","$8,995","$0","$8,995","2012","20120417","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","125483701","","","California","NAPA","1000 TRANCAS STREET","94558","622110","622110: General Medical and Surgical Hospitals","USA","California","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125483701",""
"WellCare Health Plans Inc.","WellCare Health Plans","$137,500,000","$0","$137,500,000","2012","20120403","False Claims Act","","WellCare Health Plans Inc. agreed to pay $137.5 million to the federal government and nine states to resolve four lawsuits alleging violations of the False Claims Act by falsely inflating the amount it claimed to be spending on medical care in order to avoid returning money to Medicaid and other programs in various states, including the Florida Medicaid and Florida Healthy Kids programs; knowingly retaining overpayments it had received from Florida Medicaid for infant care; and falsifying data that misrepresented the medical conditions of patients and the treatments they received.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Florida","publicly traded","healthcare services","insurance; managed care","https://www.justice.gov/opa/pr/florida-based-wellcare-health-plans-agrees-pay-1375-million-resolve-false-claims-act","screenshot_193918.png","","","",""
"WellCare Health Plans, Inc.","WellCare Health Plans","$1,174,300","$0","$1,174,300","2017","20170223","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","","civil","","","","","","","","","","","USA","Florida","publicly traded","healthcare services","insurance; managed care","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/WellCare_CMP_Notice_02_23_2017.pdf","","","","",""
"WellCare Health Plans, Inc.","WellCare Health Plans","$10,000,000","$0","$10,000,000","2009","20090518","investor protection violation","fraud","","federal","agency action","Securities and Exchange Commission","","civil","","","","","","","","","","","USA","Florida","publicly traded","healthcare services","insurance; managed care","https://www.sec.gov/litigation/litreleases/2009/lr21044.htm","","","","",""
"WellCare Health Plans, Inc.","WellCare Health Plans","$290,050","$0","$290,050","2014","20140612","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","","civil","","","","","","","","","","","USA","Florida","publicly traded","healthcare services","insurance; managed care","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/Wellcare-CMP-6_12_14.pdf","194291.pdf","","","",""
"WellCare Health Insurance of Arizona, Inc.","WellCare Health Plans","$20,000","$0","$20,000","2011","20110922","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","","civil","","","","","","","","","","","USA","Florida","publicly traded","healthcare services","insurance; managed care","https://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/MCRAdvPartDEnrolData/Downloads/Final_WellCare_CMPs_Letter_09222011.pdf","194334.pdf","","","",""
"Wellpoint, Inc.","Anthem","$61,637","$0","$61,637","2010","20100507","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1560416","","","Indiana","Indianapolis","","46206","524114","524114: Direct Health and Medical Insurance Carriers","USA","Indiana","publicly traded","healthcare services","insurance; managed care","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"WellPoint Health Networks","Anthem","$9,250,000","$0","$9,250,000","2002","20020729","False Claims Act","fraud","Blue Cross of California (BCC) and its parent company WellPoint Health Networks agreed to pay the United States $9,250,000 to resolve allegations that BCC, which had a contract with the Centers for Medicare & Medicaid Services to process Medicare claims in California, knowingly falsified data regarding its performance of cost report audits.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Indiana","publicly traded","healthcare services","insurance; managed care","https://www.justice.gov/archive/opa/pr/2002/July/02_civ_435.htm","","","","",""
"West Anaheim Medical Center","Prime Healthcare Services Inc.","$809,945","$0","$809,945","2006","20060417","HHS civil monetary penalties","kickbacks and bribery","","federal","agency action","Health & Human Services Department Office of Inspector General","","civil","","","","","California","","","","","","USA","California","privately held","healthcare services","hospitals","FOIA314","FOIA314.pdf","","","","Source document obtained through a Freedom of Information Act request to the agency."
"CONCENTRA HEALTH SERVICES, INC.","Select Medical Holdings","$9,600","$0","$9,600","2016","20160125","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","341201143","","","Texas","DALLAS","5601 GREENVILLE AVENUE","75206","621498","621498: All Other Outpatient Care Centers","USA","Pennsylvania","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1120114.015",""
