Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
vencor inc. and ventas inc.,kindred healthcare,104500000,0,104500000,2001,2001-03-19,False Claims Act,,"Nursing home chain Vencor Inc. and Ventas Inc., a related real estate investment trust, agreed to pay the United States $104.5 million to resolve civil claims that Vencor knowingly submitted false claims to Medicare, Medicaid, and TRICARE, the military's health care program. Among the allegations were inadequate staffing, improper care of decubitus ulcers, and failure to meet resident's dietary needs.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,https://www.justice.gov/archive/opa/pr/2001/March/115civ.htm,,,,,,2001-01-01
"vhs acquisition subsidiary number 8, inc.",tenet healthcare,7817,0,7817,2014,2014-01-01,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1717232,,,Arizona,Phoenix,,85021,622110.0,622110: General Medical and Surgical Hospitals,USA,Texas,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
"vhs aquisition subsidiary number 9, inc.",tenet healthcare,6858,0,6858,2013,2013-09-20,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1699372,,,Massachusetts,Framingham,,01702,622110.0,622110: General Medical and Surgical Hospitals,USA,Texas,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2013-01-01
vhs harlingen hospital co. llc,tenet healthcare,13273,0,13273,2014,2014-07-02,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1724196,,,Texas,Harlingen,,78550,622110.0,622110: General Medical and Surgical Hospitals,USA,Texas,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
"vhs san antonio partners, l.p.",tenet healthcare,14682,0,14682,2006,2006-03-18,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1435844,,,Texas,San Antonio,,78229,622110.0,622110: General Medical and Surgical Hospitals,USA,Texas,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2006-01-01
st. rita's health partners,mercy health,7500,0,7500,2016,2016-04-12,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341392991,,,Ohio,LIMA,730 W. MARKET ST.,45801,622110.0,622110: General Medical and Surgical Hospitals,USA,Ohio,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1139299.015,,2016-01-01
victoria ventura healthcare llc,ensign group,34909,0,34909,2005,2005-03-26,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1390783,,,California,Ventura,,93003,9670.0,,USA,California,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2005-01-01
st. francis medical center,verity health,36000,0,36000,2016,2016-04-01,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341370872,,,California,LYNWOOD,3630 E IMPERIAL HWY,90262,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1137087.015,,2016-01-01
vista staffing solutions,envision healthcare holdings,10001,0,10001,2013,2013-12-23,benefit plan administrator violation,,Deficient Filer,federal,agency action,Employee Benefits Security Administration,,civil,,,,,Utah,,,,,,USA,Colorado,publicly traded,healthcare services,healthcare services,Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php,,,,,"Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. ",2013-01-01
vitas health care corporation,chemed,65000,0,65000,2012,2012-06-06,employment discrimination,Americans with Disabilities Act,disability,federal,agency action,Equal Employment Opportunity Commission,,civil,,,,,Florida,,,,,,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,https://www.eeoc.gov/eeoc/newsroom/release/6-6-12c.cfm,screenshot_211700.png,,,,Description field shows type of discrimination that EEOC had alleged.,2012-01-01
vitas healthcare corporation,chemed,10001,0,10001,2009,2009-12-14,benefit plan administrator violation,,Deficient Filer,federal,agency action,Employee Benefits Security Administration,,civil,,,,,Florida,,,,,,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php,,,,,"Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. ",2009-01-01
vitas healthcare corporation,chemed,10001,0,10001,2007,2007-09-04,benefit plan administrator violation,,Deficient Filer,federal,agency action,Employee Benefits Security Administration,,civil,,,,,Florida,,,,,,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php,,,,,"Company is plan administrator. Penalty amount reported in range of $10,001 to $50,000. ",2007-01-01
vitas innovative hospice care,chemed,16757,0,16757,2004,2004-12-11,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1387659,,,Texas,Houston,,77068,621610.0,621610: Home Health Care Services,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2004-01-01
quidel corp,quidel corp.,21750,0,21750,2004,2004-06-03,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125876029,,,California,SAN DIEGO,10165 MC KELLAR CT,92121,339113.0,339113: Surgical Appliance and Supplies Manufacturing,USA,California,publicly traded,healthcare services,diagnostic testing,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125876029,,2004-01-01
kaiser permanente,kaiser permanente,6540,0,6540,2000,2000-01-25,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125859587,,,California,ROSEVILLE,1001 RIVERSIDE AVE,95678,0.0,,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125859587,,2000-01-01
upmc cancer center at horizon,upmc,6376,0,6376,2012,2012-04-04,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,333319648,,,Pennsylvania,NEW CASTLE,2602 WILMINGTON AVENUE,16105,622310.0,622310: Specialty (except Psychiatric and Substance Abuse) Hospitals,USA,Pennsylvania,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=331964.015,,2012-01-01
wakemed d/b/a wakemed raleigh campus,wakemed health & hospitals,6200000,0,6200000,2015,2015-10-30,False Claims Act,,The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.,federal,agency action,Justice Department Civil Division,,civil,,,,,North Carolina,Raleigh,,,,,USA,North Carolina,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations,screenshot_193631.png,,,,,2015-01-01
wakemed raleigh campus,wakemed health & hospitals,364062,0,364062,2014,2014-12-18,HHS civil monetary penalties,kickbacks and bribery,"After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, WakeMed Raleigh Campus agreed to pay $364,062.51 for allegedly violating the Civil Monetary Penalties Law provisions applicable to physician self-referrals and kickbacks.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,North Carolina,Raleigh,,,,,USA,North Carolina,non-profit,healthcare services,hospitals,https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp,screenshot_194234.png,,,,,2014-01-01
roto rooter,chemed,19135,0,19135,2002,2002-04-23,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125814459,,,California,PACHECO,5830 PACHECO BLVD.,94588,0.0,,USA,Ohio,publicly traded,healthcare services,hospice care; drain cleaning services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125814459,,2002-01-01
"ameripath new york, llc",quest diagnostics,87300,0,87300,2016,2016-03-02,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341300192,,,Connecticut,SHELTON,1 GREENWICH PLACE,06484,621511.0,621511: Medical Laboratories,USA,New Jersey,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1130019.015,,2016-01-01
kaiser permanente,kaiser permanente,10800,0,10800,2001,2001-01-10,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125635821,,,California,PLEASANTON,7601 STONERIDGE DR.,94588,0.0,,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125635821,,2001-01-01
kaiser permanente oakland medical center,kaiser permanente,22500,0,22500,2002,2002-05-02,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125631341,,,California,OAKLAND,280 WEST MACARTHUR BLVD.,94611,0.0,,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125631341,,2002-01-01
kaiser permanente,kaiser permanente,18300,0,18300,2002,2002-08-07,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125630954,,,California,LIVERMORE,300 PULLMAN STREET,94550,0.0,,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125630954,,2002-01-01
kaiser permanente,kaiser permanente,8500,0,8500,2001,2001-04-16,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125524553,,,California,REDWOOD CITY,1150 VETERANS BLVD.,94061,0.0,,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125524553,,2001-01-01
kaiser permanente,kaiser permanente,5310,0,5310,2001,2001-05-31,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125524595,,,California,REDWOOD CITY,1150 VETERANS BLVD.,94061,0.0,,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125524595,,2001-01-01
"waycross dialysis facility, inc.",davita healthcare partners,13018,0,13018,2004,2004-11-17,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1369514,,,Georgia,Waycross,,31501,621111.0,621111: Offices of Physicians (except Mental Health Specialists),USA,Colorado,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2004-01-01
dignity health dba st. francis memorial hospital,dignity health,9225,0,9225,2000,2000-07-26,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125493486,,,California,SAN FRANCISCO,900 HYDE STREET,94109,0.0,,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125493486,,2000-01-01
queen of the valley medical center,saint joseph health,8995,0,8995,2012,2012-04-17,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,125483701,,,California,NAPA,1000 TRANCAS STREET,94558,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=125483701,,2012-01-01
wellcare health plans inc.,wellcare health plans,137500000,0,137500000,2012,2012-04-03,False Claims Act,,"WellCare Health Plans Inc. agreed to pay $137.5 million to the federal government and nine states to resolve four lawsuits alleging violations of the False Claims Act by falsely inflating the amount it claimed to be spending on medical care in order to avoid returning money to Medicaid and other programs in various states, including the Florida Medicaid and Florida Healthy Kids programs; knowingly retaining overpayments it had received from Florida Medicaid for infant care; and falsifying data that misrepresented the medical conditions of patients and the treatments they received.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Florida,publicly traded,healthcare services,insurance; managed care,https://www.justice.gov/opa/pr/florida-based-wellcare-health-plans-agrees-pay-1375-million-resolve-false-claims-act,screenshot_193918.png,,,,,2012-01-01
"wellcare health plans, inc.",wellcare health plans,1174300,0,1174300,2017,2017-02-23,Medicare Parts C and D Enforcement Action,,,federal,agency action,Centers for Medicare & Medicaid Services,,civil,,,,,,,,,,,USA,Florida,publicly traded,healthcare services,insurance; managed care,https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/WellCare_CMP_Notice_02_23_2017.pdf,,,,,,2017-01-01
"wellcare health plans, inc.",wellcare health plans,10000000,0,10000000,2009,2009-05-18,investor protection violation,fraud,,federal,agency action,Securities and Exchange Commission,,civil,,,,,,,,,,,USA,Florida,publicly traded,healthcare services,insurance; managed care,https://www.sec.gov/litigation/litreleases/2009/lr21044.htm,,,,,,2009-01-01
"wellcare health plans, inc.",wellcare health plans,290050,0,290050,2014,2014-06-12,Medicare Parts C and D Enforcement Action,,improper contract administration,federal,agency action,Centers for Medicare & Medicaid Services,,civil,,,,,,,,,,,USA,Florida,publicly traded,healthcare services,insurance; managed care,https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/Wellcare-CMP-6_12_14.pdf,194291.pdf,,,,,2014-01-01
"wellcare health insurance of arizona, inc.",wellcare health plans,20000,0,20000,2011,2011-09-22,Medicare Parts C and D Enforcement Action,,Required Beneficiary Notices,federal,agency action,Centers for Medicare & Medicaid Services,,civil,,,,,,,,,,,USA,Florida,publicly traded,healthcare services,insurance; managed care,https://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/MCRAdvPartDEnrolData/Downloads/Final_WellCare_CMPs_Letter_09222011.pdf,194334.pdf,,,,,2011-01-01
"wellpoint, inc.",anthem,61637,0,61637,2010,2010-05-07,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1560416,,,Indiana,Indianapolis,,46206,524114.0,524114: Direct Health and Medical Insurance Carriers,USA,Indiana,publicly traded,healthcare services,insurance; managed care,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2010-01-01
wellpoint health networks,anthem,9250000,0,9250000,2002,2002-07-29,False Claims Act,fraud,"Blue Cross of California (BCC) and its parent company WellPoint Health Networks agreed to pay the United States $9,250,000 to resolve allegations that BCC, which had a contract with the Centers for Medicare & Medicaid Services to process Medicare claims in California, knowingly falsified data regarding its performance of cost report audits.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Indiana,publicly traded,healthcare services,insurance; managed care,https://www.justice.gov/archive/opa/pr/2002/July/02_civ_435.htm,,,,,,2002-01-01
west anaheim medical center,prime healthcare services inc.,809945,0,809945,2006,2006-04-17,HHS civil monetary penalties,kickbacks and bribery,,federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,California,,,,,,USA,California,privately held,healthcare services,hospitals,FOIA314,FOIA314.pdf,,,,Source document obtained through a Freedom of Information Act request to the agency.,2006-01-01
"concentra health services, inc.",select medical holdings,9600,0,9600,2016,2016-01-25,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341201143,,,Texas,DALLAS,5601 GREENVILLE AVENUE,75206,621498.0,621498: All Other Outpatient Care Centers,USA,Pennsylvania,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1120114.015,,2016-01-01
uhs of centennial peaks llc,universal health services inc.,7500,0,7500,2016,2016-01-21,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341198042,,,Colorado,LOUISVILLE,2255 S 88TH STREET,80027,622210.0,622210: Psychiatric and Substance Abuse Hospitals,USA,Pennsylvania,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1119804.015,,2016-01-01
the hospital  of central  connecticut,hartford healthcare,5000,0,5000,2015,2015-07-17,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,340784297,,,Connecticut,NEW BRITAIN,100 GRAND STREET,06050,622110.0,622110: General Medical and Surgical Hospitals,USA,Connecticut,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1078429.015,,2015-01-01
"sunrise senior living services, inc.",revera,10850,0,10850,2016,2016-01-12,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341176238,,,Florida,JACKSONVILLE,4870 BELFORT ROAD,32256,623110.0,623110: Nursing Care Facilities,Canada,,privately held,healthcare services,assisted living facilities,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1117623.015,,2016-01-01
unilab corporation,quest diagnostics,25000,0,25000,2003,2003-01-06,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,120313119,,,California,TARZANA,18408 OXNARD ST.,91356,621511.0,621511: Medical Laboratories,USA,New Jersey,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=120313119,,2003-01-01
queen of the valley medical center,saint joseph health,18540,0,18540,2016,2016-01-04,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341159978,,,California,NAPA,1000 TRANCAS STREET,94558,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1115997.015,,2016-01-01
sentara health care,sentara healthcare,6175,0,6175,2016,2016-01-05,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341156834,,,Virginia,CHESAPEAKE,1545 CROSSWAYS BLVD.,23320,493110.0,493110: General Warehousing and Storage,USA,Virginia,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1115683.015,,2016-01-01
william backus hospital,hartford healthcare,82969,0,82969,2010,2010-11-23,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,34-CA-12655-001,,,Connecticut,Norwalk,,06360,622110.0,622110: General Medical and Surgical Hospitals,USA,Connecticut,non-profit,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2010-01-01
winter haven hospital,trinity health,75000,0,75000,2014,2014-06-09,HHS civil monetary penalties,,"Winter Haven Hospital agreed to pay $75,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,Florida,Winter Haven,,,,,USA,Michigan,non-profit,healthcare services,hospitals,https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp,screenshot_194053.png,,,,,2014-01-01
"charles river laboratories, inc.",charles river laboratories,10200,0,10200,2000,2000-05-17,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,116140005,,,Connecticut,PRESTON,48 MILLER ROAD,06365,0.0,,USA,Massachusetts,publicly traded,healthcare services,pharmaceutical services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=116140005,,2000-01-01
"vhs acquisition subsidiary number 7, inc.",tenet healthcare,13300,0,13300,2015,2015-10-22,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,341005338,,,Massachusetts,WORCESTER,123 SUMMER ST,01608,622110.0,622110: General Medical and Surgical Hospitals,USA,Texas,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1100533.015,,2015-01-01
youth & family centered services inc.,acadia healthcare,22541,0,22541,2009,2009-02-18,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1535213,,,New Mexico,Albuquerque,,87120,624110.0,624110: Child and Youth Services,USA,Tennessee,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2009-01-01
christus st. vincent regional medical center,christus health,12240000,0,12240000,2017,2017-09-01,False Claims Act,,"CHRISTUS St. Vincent Regional Medical Center and its partner CHRISTUS Health agreed to resolve allegations that they violated the False Claims Act by making illegal donations to county governments, which were used to fund the state share of Medicaid payments to the hospital.",federal,agency action,Justice Department Civil Division,,civil,,,,,New Mexico,Santa Fe,,,,,USA,Texas,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/christus-st-vincent-regional-medical-center-and-christus-health-pay-1224-million-settle,,,,,,2017-01-01
laboratory corporation of america,laboratory corp. of america,51015,0,51015,2017,2017-08-18,employment discrimination,,,federal,agency action,Office of Federal Contract Compliance Programs,,civil,,,,,New Jersey,Raritan,,,,,USA,North Carolina,publicly traded,healthcare services,healthcare services,https://www.dol.gov/ofccp/foia/files/Labcorp_of_America_Redacted.pdf,,,,,,2017-01-01
